"","ppt","horse_name","length_description","origin","response","description","in_analysis"
"2257",6,"Scarlet Racer",12,"Created","7","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"2258",6,"Lunar Charger",9,"Created","6","Lunar Charger was bred for trip and came cruising.","Yes"
"2259",6,"Midnight Inferno",6,"Created","5","Midnight Inferno nursed it through gears.","Yes"
"2260",6,"Bramble Halo",9,"Created","4","Bramble Hallo was known for sitting handy and traveling.","Yes"
"2261",6,"Urban Legend",11,"Created","4","Urban Legend was in the mix with a generous weight.","Yes"
"2262",6,"Golden Tempest",7,"Created","5","Golden Tempest did mind the business end.","Yes"
"2263",6,"Oblique Runner",9,"Created","7","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"2264",6,"Skybreaker",10,"Created","7","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"2265",6,"Gallant Storm",11,"Created","5","Gallant Storm was out of a stager and sat box seat.","Yes"
"2266",6,"Leeloo",12,"Created","4","Leeloo was on a string despite being collared in the closing stages.","Yes"
"2267",6,"Nightfall",8,"Created","7","Nightfall proved over the trip after running green.","Yes"
"2268",6,"Flint Sonata",13,"Created","6","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"2269",6,"Comet Stride",7,"Created","6","Comet Stride had claimer and came widest.","Yes"
"2270",6,"Crimson Eclipse",10,"Created","6","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"2271",6,"Velvet Thunder",12,"Created","5","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"2272",6,"Green Dusk",11,"Created","5","Green Dusk had a shade snug in the sands last time.","Yes"
"2273",6,"Silent Eclipse",8,"Created","5","Silent Eclipse travelled into the dip, digging deep.","Yes"
"2274",6,"Nimbus Crest",12,"Created","8","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"2275",6,"Neon Charger",9,"Created","4","Neon Charger was let in lightly on prior evidence.","Yes"
"2276",6,"Moss Relic",12,"Created","4","Moss Relic was always in the box seat under a cool ride.","Yes"
"2277",6,"Vladimir",12,"Attheraces","5","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"2278",6,"Royal Rebel",8,"Created","4","Royal Rebel was visored for the first time.","Yes"
"2279",6,"Crystal Frontier",6,"Created","5","Crystal Frontier settled well in midfield.","Yes"
"2280",6,"Swift Valor",9,"Created","5","Swift Valor went through the bridle approaching the pole.","Yes"
"2281",6,"Estragon",11,"Attheraces","6","Estragon was left-handed and secured a hat-trick.","Yes"
"2282",6,"Ticker Pike",6,"Created","6","Ticker Pike had it written beforehand.","Yes"
"2283",6,"Stockman",13,"Attheraces","4","Stockman led them a merry dance after being pipped.","Yes"
"2284",6,"Emerald",9,"Created","8","Emerald was a picture in running at 7 furlongs.","Yes"
"2285",6,"Lovelace",12,"Attheraces","7","Lovelace was first-time hooded and worked the oracle.","Yes"
"2286",6,"Copper Legacy",8,"Created","4","Copper Legacy hung left in the turf course.","Yes"
"2287",6,"Silver Phantom",10,"Created","5","Silver Phantom heard the clock tick in the last furlong.","Yes"
"2288",6,"Karerin",11,"Attheraces","7","Karenin was placed and took it to the wire.","Yes"
"2289",6,"Brave Horizon",9,"Created","5","Brave Horizon had them stretched before the furlong pole.","Yes"
"2290",6,"Lightning Monarch",10,"Created","6","Lightning Monarch settled his own sums in the turf course.","Yes"
"2291",6,"Diamond Hood",6,"Created","4","Diamond Hood found under minimal cajoling.","Yes"
"2292",6,"Steady Fighter",9,"Created","6","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"2293",6,"Blue Blaze",9,"Created","7","Blue Blaze hit the rising ground on the steel.","Yes"
"2294",6,"Electric Stride",10,"Created","6","Electric Stride was by Miller and came widest, always holding.","Yes"
"2295",6,"Silversky",8,"Attheraces","4","Silversky began his handicap career last time out.","Yes"
"2296",6,"Black Ember",8,"Created","4","Black Ember had matters in safekeeping turning in.","Yes"
"2297",6,"Bold Pride",9,"Created","4","Bold Pride was from a shrewd yard and cruising.","Yes"
"2298",6,"Saffron Crest",9,"Created","7","Saffron Crest was bred stout and asserted without stick.","Yes"
"2299",6,"Air Ace",6,"Created","6","Air Ace, gelded recently, made headway.","Yes"
"2300",6,"Red Meridian",8,"Created","7","Red Meridian caught the eye at the flats.","Yes"
"2301",6,"Blue Horizon",9,"Gemini","6","Blue Horizon raced without the cheekpieces.","Yes"
"2302",6,"Gilded Lily",9,"Created","8","Gilded Lily charged to the line on the gallops.","Yes"
"2303",6,"Ruby Ash",9,"Created","5","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"2304",6,"Onyx Rune",7,"Created","7","Onyx Rune answered every question readily.","Yes"
"2305",5,"Desert Flower",9,"Created","6","Desert Flower ran in snatches, still on the bridle.","Yes"
"2306",5,"Dark Mirage",8,"Created","8","Dark Mirage found the seam with first-time blinkers.","Yes"
"2307",5,"Emerald",9,"Created","7","Emerald was a picture in running at 7 furlongs.","Yes"
"2308",5,"Wave Rider",9,"Created","3","Wave Rider broke hearts late after dropping in class.","Yes"
"2309",5,"Silent Eclipse",8,"Created","2","Silent Eclipse travelled into the dip, digging deep.","Yes"
"2310",5,"Blue Horizon",9,"Gemini","3","Blue Horizon raced without the cheekpieces.","Yes"
"2311",5,"Diamond Hood",6,"Created","9","Diamond Hood found under minimal cajoling.","Yes"
"2312",5,"Urban Legend",11,"Created","7","Urban Legend was in the mix with a generous weight.","Yes"
"2313",5,"Comet Stride",7,"Created","10","Comet Stride had claimer and came widest.","Yes"
"2314",5,"Swift Valor",9,"Created","8","Swift Valor went through the bridle approaching the pole.","Yes"
"2315",5,"Velvet Thunder",12,"Created","8","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"2316",5,"Midnight Inferno",6,"Created","4","Midnight Inferno nursed it through gears.","Yes"
"2317",5,"Skybreaker",10,"Created","8","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"2318",5,"Blue Blaze",9,"Created","3","Blue Blaze hit the rising ground on the steel.","Yes"
"2319",5,"Royal Rebel",8,"Created","9","Royal Rebel was visored for the first time.","Yes"
"2320",5,"Brave Horizon",9,"Created","7","Brave Horizon had them stretched before the furlong pole.","Yes"
"2321",5,"Red Meridian",8,"Created","7","Red Meridian caught the eye at the flats.","Yes"
"2322",5,"Black Ember",8,"Created","8","Black Ember had matters in safekeeping turning in.","Yes"
"2323",5,"Vanya",10,"Attheraces","3","Vanya reverted to the flat and the sand boded well.","Yes"
"2324",5,"Indigo Marc",9,"Created","7","Indigo Marc found another leg in the last furlong.","Yes"
"2325",5,"Neon Charger",9,"Created","7","Neon Charger was let in lightly on prior evidence.","Yes"
"2326",5,"Crystal Frontier",6,"Created","2","Crystal Frontier settled well in midfield.","Yes"
"2327",5,"Bramble Halo",9,"Created","8","Bramble Hallo was known for sitting handy and traveling.","Yes"
"2328",5,"Summer Breeze",9,"Created","7","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"2329",5,"Lovelace",12,"Attheraces","4","Lovelace was first-time hooded and worked the oracle.","Yes"
"2330",5,"Electric Stride",10,"Created","7","Electric Stride was by Miller and came widest, always holding.","Yes"
"2331",5,"Moss Relic",12,"Created","8","Moss Relic was always in the box seat under a cool ride.","Yes"
"2332",5,"Copper Legacy",8,"Created","3","Copper Legacy hung left in the turf course.","Yes"
"2333",5,"Star Dust",11,"Created","8","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"2334",5,"Air Ace",6,"Created","8","Air Ace, gelded recently, made headway.","Yes"
"2335",5,"Vladimir",12,"Attheraces","7","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"2336",5,"Gallant Storm",11,"Created","3","Gallant Storm was out of a stager and sat box seat.","Yes"
"2337",5,"Bold Pride",9,"Created","8","Bold Pride was from a shrewd yard and cruising.","Yes"
"2338",5,"Silversky",8,"Attheraces","7","Silversky began his handicap career last time out.","Yes"
"2339",5,"Silver Phantom",10,"Created","8","Silver Phantom heard the clock tick in the last furlong.","Yes"
"2340",5,"Gilded Lily",9,"Created","3","Gilded Lily charged to the line on the gallops.","Yes"
"2341",5,"Oblique Runner",9,"Created","8","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"2342",5,"Onyx Rune",7,"Created","3","Onyx Rune answered every question readily.","Yes"
"2343",5,"Karerin",11,"Attheraces","7","Karenin was placed and took it to the wire.","Yes"
"2344",5,"Worthing",9,"Created","5","Worthing flowed in the turf course running in blinkers.","Yes"
"2345",5,"Nimbus Crest",12,"Created","7","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"2346",5,"Lightning Monarch",10,"Created","7","Lightning Monarch settled his own sums in the turf course.","Yes"
"2347",5,"Pale Corsair",7,"Created","2","Pale Corsair found plenty off the bridle.","Yes"
"2348",5,"Crimson Eclipse",10,"Created","8","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"2349",5,"Solar Flash",11,"Created","8","Solar Flash had a bit to spare in a quiet sit.","Yes"
"2350",5,"Ruby Ash",9,"Created","3","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"2351",5,"Leeloo",12,"Created","9","Leeloo was on a string despite being collared in the closing stages.","Yes"
"2352",5,"Flint Sonata",13,"Created","7","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"2353",5,"Saffron Crest",9,"Created","8","Saffron Crest was bred stout and asserted without stick.","Yes"
"2354",5,"Ticker Pike",6,"Created","3","Ticker Pike had it written beforehand.","Yes"
"2355",5,"Golden Tempest",7,"Created","8","Golden Tempest did mind the business end.","Yes"
"2356",5,"Celestial Queen",10,"Created","9","Celestial Queen answered every call in a field of fillies.","Yes"
"2357",5,"Lunar Charger",9,"Created","3","Lunar Charger was bred for trip and came cruising.","Yes"
"2358",5,"Stockman",13,"Attheraces","8","Stockman led them a merry dance after being pipped.","Yes"
"2359",5,"Steady Fighter",9,"Created","7","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"2360",5,"Nightfall",8,"Created","10","Nightfall proved over the trip after running green.","Yes"
"2361",5,"Green Dusk",11,"Created","6","Green Dusk had a shade snug in the sands last time.","Yes"
"2362",5,"Estragon",11,"Attheraces","8","Estragon was left-handed and secured a hat-trick.","Yes"
"2363",5,"Auric Vale",9,"Created","3","Auric Vale took the measure in first-time hood.","Yes"
"2364",5,"Scarlet Racer",12,"Created","8","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"2365",5,"Windchaser",9,"Created","2","Windchaser had the edge without showing in the turfs.","Yes"
"2366",5,"Echo Fury",7,"Created","8","Echo Fury held under a tender ride.","Yes"
"2367",5,"Flashfire",9,"Created","4","Flashfire had a line to the judge being covered.","Yes"
"2368",5,"Port Louis",13,"Attheraces","7","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"2369",4,"Ticker Pike",6,"Created","5","Ticker Pike had it written beforehand.","No"
"2370",4,"Star Dust",11,"Created","7","Star Dust is a fettle that showed plenty on the gallops.","No"
"2371",4,"Midnight Inferno",6,"Created","8","Midnight Inferno nursed it through gears.","No"
"2372",4,"Flint Sonata",13,"Created","3","Flint Sonata, wind op, had been suited by the cut in the ground.","No"
"2373",4,"Onyx Rune",7,"Created","10","Onyx Rune answered every question readily.","No"
"2374",4,"Saffron Crest",9,"Created","1","Saffron Crest was bred stout and asserted without stick.","No"
"2375",4,"Solar Flash",11,"Created","8","Solar Flash had a bit to spare in a quiet sit.","No"
"2376",4,"Electric Stride",10,"Created","4","Electric Stride was by Miller and came widest, always holding.","No"
"2377",4,"Urban Legend",11,"Created","1","Urban Legend was in the mix with a generous weight.","No"
"2378",4,"Silver Phantom",10,"Created","4","Silver Phantom heard the clock tick in the last furlong.","No"
"2379",4,"Echo Fury",7,"Created","3","Echo Fury held under a tender ride.","No"
"2380",4,"Lovelace",12,"Attheraces","6","Lovelace was first-time hooded and worked the oracle.","No"
"2381",4,"Comet Stride",7,"Created","7","Comet Stride had claimer and came widest.","No"
"2382",4,"Scarlet Racer",12,"Created","4","Scarlet Racer was a yard in form and picked up once angled.","No"
"2383",4,"Wave Rider",9,"Created","1","Wave Rider broke hearts late after dropping in class.","No"
"2384",4,"Leeloo",12,"Created","6","Leeloo was on a string despite being collared in the closing stages.","No"
"2385",4,"Windchaser",9,"Created","7","Windchaser had the edge without showing in the turfs.","No"
"2386",4,"Nightfall",8,"Created","7","Nightfall proved over the trip after running green.","No"
"2387",4,"Crystal Frontier",6,"Created","3","Crystal Frontier settled well in midfield.","No"
"2388",4,"Flashfire",9,"Created","3","Flashfire had a line to the judge being covered.","No"
"2389",4,"Bramble Halo",9,"Created","1","Bramble Hallo was known for sitting handy and traveling.","No"
"2390",4,"Estragon",11,"Attheraces","8","Estragon was left-handed and secured a hat-trick.","No"
"2391",4,"Vladimir",12,"Attheraces","8","Vladimir was narrowly beaten in a fair maiden on the turf course.","No"
"2392",4,"Indigo Marc",9,"Created","9","Indigo Marc found another leg in the last furlong.","No"
"2393",4,"Gilded Lily",9,"Created","2","Gilded Lily charged to the line on the gallops.","No"
"2394",4,"Vanya",10,"Attheraces","6","Vanya reverted to the flat and the sand boded well.","No"
"2395",4,"Karerin",11,"Attheraces","8","Karenin was placed and took it to the wire.","No"
"2396",4,"Red Meridian",8,"Created","9","Red Meridian caught the eye at the flats.","No"
"2397",4,"Nimbus Crest",12,"Created","7","Nimbus Crest is a sharp sire who settled and saw it out.","No"
"2398",4,"Blue Horizon",9,"Gemini","4","Blue Horizon raced without the cheekpieces.","No"
"2399",4,"Royal Rebel",8,"Created","2","Royal Rebel was visored for the first time.","No"
"2400",4,"Neon Charger",9,"Created","7","Neon Charger was let in lightly on prior evidence.","No"
"2401",4,"Lunar Charger",9,"Created","9","Lunar Charger was bred for trip and came cruising.","No"
"2402",4,"Oblique Runner",9,"Created","7","Oblique Runner switched yards, hitting rising ground on steel.","No"
"2403",4,"Velvet Thunder",12,"Created","4","Velvet Thunder held up in rear, the drop in trip should suit.","No"
"2404",4,"Lightning Monarch",10,"Created","7","Lightning Monarch settled his own sums in the turf course.","No"
"2405",4,"Summer Breeze",9,"Created","3","Summer Breeze ran with credit with a tongue-tie fitted.","No"
"2406",4,"Steady Fighter",9,"Created","10","Steady Fighter had afterburners, scrambling home the last furlong.","No"
"2407",4,"Brave Horizon",9,"Created","6","Brave Horizon had them stretched before the furlong pole.","No"
"2408",4,"Diamond Hood",6,"Created","3","Diamond Hood found under minimal cajoling.","No"
"2409",4,"Celestial Queen",10,"Created","6","Celestial Queen answered every call in a field of fillies.","No"
"2410",4,"Black Ember",8,"Created","3","Black Ember had matters in safekeeping turning in.","No"
"2411",4,"Gallant Storm",11,"Created","1","Gallant Storm was out of a stager and sat box seat.","No"
"2412",4,"Golden Tempest",7,"Created","9","Golden Tempest did mind the business end.","No"
"2413",4,"Silversky",8,"Attheraces","1","Silversky began his handicap career last time out.","No"
